p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
5.21331409132259e-17	0.323304636107096	0.983	0.917	1.70673476721719e-12	0	HNRNPA1
2.27656448084345e-16	0.57574345105376	0.495	0.306	7.45301679738529e-12	0	CYTIP
2.48456844380321e-16	0.270317387059896	1	0.987	8.13398017132296e-12	0	RPS7
3.0148479325655e-16	0.680737383018851	0.569	0.381	9.87000916163295e-12	0	RGS10
5.50646222711048e-16	0.437825393251376	0.845	0.707	1.80270560391143e-11	0	SRSF5
6.10389111790089e-16	0.321349958895278	0.946	0.837	1.99829187417839e-11	0	RPL23
7.13037803313693e-16	0.865756354588375	0.429	0.26	2.33434316048837e-11	0	DNAJB1
1.27999065280725e-15	0.217473124712955	1	0.986	4.19043339916036e-11	0	RPS9
1.76224847374049e-15	0.806337309473391	0.431	0.26	5.76924905333162e-11	0	GYPC
2.15265349952598e-15	0.812604892058161	0.362	0.195	7.04735702674816e-11	0	OCIAD2
3.3914246291109e-15	0.660614991935728	0.542	0.371	1.11028459507833e-10	0	ST13
4.60623893533534e-15	0.537055283465462	0.791	0.605	1.50799050265008e-10	0	EIF4A2
6.41377118074435e-15	0.177183827756608	1	0.994	2.09974040915209e-10	0	RPL28
9.74901522193091e-15	0.212933926242353	1	0.99	3.19163260335574e-10	0	RPL26
9.98873335751397e-15	0.60441490654665	0.503	0.338	3.27011152658292e-10	0	FYB
1.24420049111922e-13	0.738471572929919	0.613	0.452	4.07326356782611e-09	0	TRAF3IP3
3.33128930765718e-13	0.46659719019902	0.772	0.611	1.09059749354081e-08	0	HINT1
7.33673841544856e-13	0.411360536624488	0.921	0.846	2.40190142244955e-08	0	PABPC1
7.36342248576802e-13	1.43654024068969	0.273	0.142	2.41063725339074e-08	0	AQP3
1.26801695692479e-12	0.18227790672558	0.998	0.984	4.15123391358036e-08	0	RPL29
1.64061895960144e-12	0.601086808851903	0.638	0.483	5.3710583499432e-08	0	SOD1
1.82959528200062e-12	0.39146617311712	0.915	0.79	5.98972903421362e-08	0	DDX5
2.73612353281782e-12	0.277465335868452	0.998	0.976	8.95752122173898e-08	0	GNB2L1
5.35086825042176e-12	0.248074964030977	0.985	0.962	1.75176724782307e-07	0	EEF1D
1.1609131687024e-11	0.430796118812191	0.805	0.644	3.80059753169793e-07	0	HSPA8
2.58727815595314e-11	0.729538962235706	0.451	0.3	8.47023122695938e-07	0	RSL1D1
3.45155996221632e-11	0.900036343462235	0.439	0.3	1.12997170043038e-06	0	CCDC109B
3.75666289347284e-11	0.317926612340521	0.455	0.285	1.22985629806514e-06	0	CD2
3.93577913144418e-11	0.437026626540602	0.716	0.575	1.2884953720522e-06	0	COMMD6
4.31593824373105e-11	0.626375804027853	0.48	0.334	1.41295186223267e-06	0	BTG2
5.06469481620476e-11	1.07208950334353	0.271	0.152	1.65807978892911e-06	0	SOCS3
1.1144107767648e-10	0.626303886289417	0.317	0.183	3.64835800097261e-06	0	SPOCK2
1.12935896009876e-10	0.400956007737946	0.776	0.623	3.69729536357134e-06	0	ZFP36L2
1.50554341905695e-10	0.351144278167087	0.801	0.674	4.92884804530866e-06	0	COX7C
1.73103399558965e-10	0.333426290042269	0.658	0.512	5.66705909476138e-06	0	GIMAP7
1.92989048995478e-10	0.907267122036002	0.284	0.167	6.31807548601395e-06	0	PSIP1
2.22114755323264e-10	0.135903052853083	1	0.984	7.27159285977301e-06	0	RPL8
4.05571396135927e-10	0.670311738451619	0.354	0.227	1.3277596366698e-05	0	SLC2A3
4.73098639978973e-10	0.239674251168606	0.998	0.966	1.54883032756316e-05	0	NACA
4.92580820123614e-10	0.501895932186578	0.439	0.291	1.61261108892069e-05	0	STK17A
6.26678660129578e-10	0.58870189130126	0.398	0.266	2.05162059753221e-05	0	PRDX2
3.36719306641618e-09	0.792049991234009	0.416	0.276	0.000110235166608333	0	ACAP1
5.21944750968592e-09	0.294430640660282	0.824	0.723	0.000170874272572098	0	JUN
5.42123600307306e-09	0.599958331655542	0.472	0.354	0.000177480424268606	0	EIF3E
7.29285938559688e-09	0.546252372600625	0.418	0.293	0.000238753630565671	0	PPA1
1.16815932834509e-08	0.31750508481442	0.718	0.573	0.000382432000913616	0	CXCR4
2.49014110977233e-08	0.413502369978581	0.489	0.356	0.000815222396517266	0	PEBP1
3.17215397287566e-08	0.392584219152189	0.478	0.333	0.00103849976764003	0	CD69
3.20097687789131e-08	0.447736565974852	0.669	0.546	0.00104793581028406	0	SNRPD2
4.78243150360163e-08	0.392709917552416	0.553	0.433	0.0015656724256491	0	VAMP2
4.98213865863399e-08	0.521143116248952	0.313	0.198	0.00163105255406359	0	LAT
8.31299762280686e-08	0.396897021623182	0.629	0.523	0.00272150916175451	0	RPL41
1.62672729814518e-07	0.310237580370368	0.946	0.884	0.0053255798286677	0	BTF3
1.76122078419942e-07	0.312000611643229	0.787	0.662	0.00576588460331207	0	NBEAL1
3.09530309250736e-07	0.467897597877866	0.555	0.437	0.0101334032642506	0	GIMAP4
3.48905931080823e-07	0.222672214415114	0.586	0.444	0.011422482371724	0	RARRES3
2.51181522123203e-06	0.248521173376175	0.588	0.45	0.0822318067126943	0	IFITM1
3.7838594949599e-06	0.425514428919305	0.282	0.188	0.123875992145997	0	SBDS
4.60855976943403e-06	0.416016041495454	0.25	0.161	0.150875029731731	0	ANXA2R
5.95134831152142e-06	0.114565941938129	0.687	0.553	0.194835241022588	0	NAP1L1
6.11949377682701e-06	0.470851654444848	0.513	0.418	0.200339987265763	0	CUTA
1.11680506455818e-05	0.149868397495907	0.95	0.913	0.365619642035056	0	FOS
1.26995084327022e-05	0.466727734643291	0.456	0.358	0.415756507069805	0	MZT2B
1.42182294623728e-05	0.509882849554113	0.298	0.213	0.465476396139159	0	CITED2
1.44046776705319e-05	0.133412462693331	0.998	0.97	0.471580337577872	0	UBA52
1.55732173603149e-05	0.138749027912398	0.998	0.981	0.509835989941988	0	FAU
1.78437930487715e-05	0.368989990725094	0.491	0.39	0.584170096830681	0	UXT
2.40571277931426e-05	0.342256119580669	0.447	0.357	0.787582249691901	0	C1QBP
2.57368956014933e-05	0.465357330526982	0.315	0.23	0.842574488201687	0	EEF1G
2.79781462858787e-05	0.483874784498664	0.325	0.242	0.915948553107097	0	PCNP
2.82496888024789e-05	0.499105005129395	0.333	0.246	0.924838312015554	0	MZT2A
3.02022901257728e-05	0.360958329072705	0.277	0.192	0.988762574137551	0	FAIM3
3.27119161419609e-05	0.593559069855987	0.257	0.179	1	0	ADD3
3.27330679177122e-05	0.519482314014296	0.344	0.257	1	0	RPL39
6.90310993992193e-05	0.707147714320292	0.319	0.236	1	0	SNHG8
7.08707010264032e-05	0.253951133102262	0.455	0.359	1	0	CMPK1
0.00010909022451456	0.157322789030901	0.72	0.622	1	0	EIF3H
0.000130878448960948	0.22369590663322	0.346	0.268	1	0	PPP1R2
0.000149470986918232	0.361385677852995	0.323	0.233	1	0	BIN1
0.000177403640318607	0.182951087636098	0.286	0.211	1	0	NSA2
0.000199664556659685	0.175209613546627	0.53	0.419	1	0	IL2RG
0.000217785354208332	0.218419340682658	0.302	0.228	1	0	SSBP1
0.000234345685146347	0.31283691051454	0.71	0.612	1	0	CCNI
0.000240893797652217	0.120332056716692	0.986	0.952	1	0	RPS24
0.000275327350570477	0.286900084575964	0.605	0.513	1	0	HMGN1
0.000318127086528567	0.258708878454143	0.534	0.467	1	0	HSP90AB1
0.000354276184999289	0.106200319324808	0.677	0.589	1	0	HNRNPDL
0.000375314876609495	0.384240049663597	0.298	0.226	1	0	ARHGEF1
0.000398374095276513	0.217230121417352	0.499	0.393	1	0	CCND3
0.000421990986926709	0.380634183230415	0.398	0.323	1	0	YPEL5
0.000490729516131514	0.238919444451717	0.549	0.477	1	0	ZFAS1
0.000546919771656612	0.182013090417412	0.449	0.356	1	0	PNISR
0.000570148783792323	0.324492254265091	0.267	0.199	1	0	EIF2S3
0.000574563448910385	0.375991761824637	0.271	0.201	1	0	MPHOSPH8
0.000766397533716045	0.358689870808969	0.35	0.279	1	0	ANKRD12
0.000825384008378297	0.106072995917406	0.882	0.826	1	0	EEF2
0.000828478591121247	0.403900024060868	0.371	0.302	1	0	SON
0.000839553847600956	0.441527273395365	0.261	0.198	1	0	CCT4
0.000914427106835055	0.286468895138069	0.338	0.269	1	0	C19orf60
0.000978718889975393	0.42232244496971	0.263	0.205	1	0	HAX1
0.000982770447447243	0.364490429685488	0.507	0.438	1	0	COX6C
0.00102775330333058	0.2691416224356	0.381	0.312	1	0	GIMAP1
0.00109974277965468	0.255154327906417	0.292	0.22	1	0	CDC42SE2
0.00112444572911197	0.390114002427146	0.323	0.26	1	0	TOMM20
0.00112579376409675	0.153229360802804	0.538	0.469	1	0	ANAPC16
0.00118360243326894	0.253146309660379	0.34	0.262	1	0	ARHGAP15
0.00148245105619781	0.404895776292394	0.518	0.44	1	0	HNRNPA0
0.00159705211948947	0.219837388774153	0.801	0.745	1	0	RPL36AL
0.00163759068797838	0.52943269739459	0.311	0.241	1	0	SEPW1
0.00167386266672518	0.389705597153725	0.344	0.284	1	0	C9orf78
0.00184103857396977	0.264441278654464	0.259	0.197	1	0	SEPT6
0.00195218222514614	0.393592053838969	0.279	0.214	1	0	MRPS21
0.00198242487416822	0.168558826110458	0.816	0.738	1	0	TSC22D3
0.00216383687824632	0.370243906619318	0.458	0.385	1	0	NDUFS5
0.00223789903733147	0.11970353126636	0.387	0.32	1	0	SRP9
0.00252480326753267	0.117737243693153	0.76	0.652	1	0	TMA7
0.00252896694219779	0.166415563953476	0.53	0.453	1	0	SKP1
0.00295515831702298	0.15990777770088	0.323	0.253	1	0	SNHG7
0.00296726776488406	0.389584374521697	0.257	0.2	1	0	TECR
0.00372792086171317	0.132204150768781	0.437	0.374	1	0	SMDT1
0.00408100484302208	0.346320735739222	0.253	0.202	1	0	HSPE1
0.00432140800222609	0.161722289872121	0.296	0.231	1	0	KRT10
0.00502549784859604	0.34381016289396	0.28	0.223	1	0	SEPT1
0.00512263489763079	0.269927236462084	0.36	0.295	1	0	SF1
0.00555430451530957	0.240202450426566	0.267	0.211	1	0	DDIT4
0.00604937677107329	0.248157783420053	0.269	0.211	1	0	SEC62
0.00680960544129468	0.314609252475523	0.327	0.267	1	0	FBL
0.00692946609454619	0.414787804477737	0.277	0.23	1	0	EIF4B
0.00703630520092417	0.359099199089908	0.265	0.213	1	0	NDUFA12
0.00825847011959149	0.348383863159798	0.28	0.23	1	0	NHP2
0.00843601374457093	0.29749717537627	0.296	0.249	1	0	RWDD1
3.81993189358368e-100	1.33157547971752	0.953	0.456	1.25056930332143e-95	1	IL32
2.12470222875487e-94	1.34630719968735	0.981	0.636	6.9558501564977e-90	1	LTB
4.38561062870613e-74	1.0623442620501	0.95	0.609	1.43576120762581e-69	1	LDHB
7.55202195738508e-74	1.4636296929041	0.746	0.32	2.47238094840873e-69	1	IL7R
3.68773457487098e-73	1.05302006745386	0.913	0.425	1.20729054512126e-68	1	CD3D
4.2300709016087e-61	1.0714099504098	0.829	0.403	1.38484061176866e-56	1	CD3E
8.05566036264215e-61	1.63237249920791	0.635	0.242	2.63726208952179e-56	1	CD2
6.18737243972255e-56	1.55640255091693	0.404	0.11	2.02562198931637e-51	1	AQP3
2.44324720336225e-45	0.412864471882227	0.996	0.984	7.99870269436735e-41	1	TPT1
2.60333063497321e-44	2.10208365348759	0.276	0.063	8.52278383277529e-40	1	CD40LG
2.13042244486473e-43	0.400822710648325	1	0.992	6.97457699999815e-39	1	RPS12
3.31980669570262e-41	0.359206926920244	1	0.995	1.08683831603912e-36	1	RPS3
2.59942583104063e-39	1.46989787583881	0.379	0.123	8.5100002856608e-35	1	TRAT1
2.5418439027655e-38	1.58278841511724	0.373	0.132	8.32148856887368e-34	1	TRADD
7.86667733885114e-37	0.702703415318491	0.899	0.705	2.57539282719309e-32	1	JUN
8.53420295301987e-37	0.271156007225984	1	1	2.79392736275965e-32	1	B2M
1.30982370869121e-36	0.406816726104911	1	0.977	4.28810085751327e-32	1	RPS25
6.22433766230122e-36	0.494317355182226	0.992	0.941	2.03772366388417e-31	1	RPLP0
2.71201138687968e-35	0.442015117341116	0.996	0.95	8.87858287836671e-31	1	RPSA
6.60467612812532e-35	0.667972385625091	0.773	0.484	2.16223887082567e-30	1	GIMAP7
1.62721863420165e-33	1.35194897729508	0.41	0.161	5.32718836464937e-29	1	SPOCK2
1.09633068627128e-32	0.312661150426817	0.998	0.997	3.58916740071493e-28	1	RPS18
2.82196772266917e-32	0.343154924257908	1	0.99	9.23855793047434e-28	1	EEF1A1
4.48106232418092e-32	0.567785239159539	0.975	0.89	1.46701018369035e-27	1	JUNB
1.16502481455044e-31	0.441675924478852	0.988	0.912	3.81405823787523e-27	1	RPS29
3.22999719838901e-30	0.383458597438647	0.998	0.968	1.05743648280859e-25	1	RPS27A
7.24973003716787e-30	0.732597224682271	0.796	0.544	2.37341661956802e-25	1	ANXA1
4.37031317555102e-29	0.932719178880345	0.511	0.239	1.43075312741189e-24	1	PRDX2
5.33650951191846e-29	0.324945561071453	1	0.995	1.74706648401187e-24	1	RPL3
6.82601304945214e-29	0.378541279380889	0.998	0.949	2.23470015212964e-24	1	RPL36
8.9284358816256e-29	0.313679852901663	0.998	0.989	2.92299133892659e-24	1	RPL27A
1.34603336012033e-28	0.337348977566482	1	0.989	4.40664401436195e-24	1	RPL23A
2.03175304193073e-28	0.344191604635174	0.998	0.969	6.65155310867282e-24	1	RPS10
2.53293734859592e-28	1.42603365085981	0.287	0.097	8.29233029183331e-24	1	TTC39C
2.68547576318547e-28	0.593504311113535	0.913	0.695	8.79171055351661e-24	1	TMEM66
3.54107673706507e-28	0.576197408910394	0.825	0.598	1.15927770218036e-23	1	HINT1
1.19866208983491e-27	0.321699123673275	0.996	0.985	3.92417994970154e-23	1	RPL14
2.02460670332037e-27	0.32917533633019	0.998	0.984	6.62815742533021e-23	1	RPS15A
3.18633600271395e-27	0.331275989402535	1	0.981	1.04314268056849e-22	1	RPL30
4.50495856312527e-27	0.821822858985447	0.588	0.306	1.47483333439595e-22	1	LCK
4.84212735962915e-27	1.12537840153463	0.468	0.231	1.58521565499539e-22	1	ARHGAP15
8.99514207449908e-27	0.42044826582165	0.971	0.851	2.94482961234951e-22	1	MYL12A
1.02678809693748e-26	0.447313437722825	0.948	0.766	3.36149887175392e-22	1	VIM
1.13888904969561e-26	0.795478969431948	0.718	0.44	3.72849497089347e-22	1	AES
1.9972883579001e-26	0.379405719261859	0.996	0.945	6.53872262609335e-22	1	RPS20
4.18099264540533e-26	1.04106662377363	0.536	0.297	1.3687733722528e-21	1	PLP2
1.90366918731374e-25	0.728734137745366	0.643	0.378	6.23223218542774e-21	1	NOSIP
2.51035225826387e-25	0.923349465101943	0.404	0.174	8.21839122310427e-21	1	CD3G
3.80088550051245e-25	0.995472403777904	0.421	0.196	1.24433389515777e-20	1	CD27
5.22659386876384e-25	0.272406661091898	1	0.999	1.71108230075591e-20	1	RPL13A
6.69945357849534e-25	1.04676200634175	0.402	0.176	2.19326711252781e-20	1	LAT
1.06840078884226e-24	0.656127362629412	0.732	0.485	3.4977305025118e-20	1	EVL
3.72040552330752e-24	0.262124416270857	1	0.995	1.21798636022042e-19	1	RPS6
4.24391534934794e-24	0.269154975688815	1	0.995	1.38937300706953e-19	1	RPS14
4.45697864498694e-24	0.269620738498088	1	0.992	1.45912566879582e-19	1	RPS4X
5.05034768421417e-24	1.29534573107024	0.272	0.1	1.65338282485803e-19	1	MAL
7.93710437822516e-24	1.30722055678563	0.289	0.11	2.59844923134335e-19	1	SIT1
1.04806148622405e-23	0.641157691807135	0.895	0.698	3.43114369360029e-19	1	FXYD5
1.27460249313642e-23	0.285102074971575	1	0.991	4.17279364203e-19	1	RPLP2
1.40437415171413e-23	0.298382133726339	1	0.992	4.59764009788173e-19	1	RPS27
5.86489667293168e-23	1.04031602029327	0.328	0.135	1.92004987278437e-18	1	FLT3LG
6.99181383598344e-23	1.02853359989134	0.398	0.191	2.28898001362426e-18	1	RGCC
2.24396987898051e-22	0.320792978761578	1	0.966	7.34630858980638e-18	1	RPL31
2.30819893487667e-22	0.380373229862648	0.967	0.893	7.55658167299924e-18	1	RPL36A
2.8157115682849e-22	1.09760080363662	0.258	0.096	9.2180765322511e-18	1	ITM2A
6.94042781131866e-22	1.51145186744319	0.278	0.111	2.2721572568695e-17	1	SUSD3
2.24119589251368e-21	0.262879474448003	0.998	0.958	7.33722711291129e-17	1	HLA-A
2.48531470998365e-21	0.218926340837267	1	0.998	8.13642329754446e-17	1	RPL10
3.09661486708182e-21	0.685005924226606	0.738	0.509	1.01376977518525e-16	1	GSTK1
8.09602965103869e-21	0.963917434174867	0.429	0.216	2.65047818715705e-16	1	TNFAIP8
1.75832472292425e-20	0.517333726468845	0.833	0.641	5.75640347790941e-16	1	CALM1
3.18360270153137e-20	0.239921640062432	0.998	0.997	1.04224785242734e-15	1	RPLP1
5.45361956968525e-20	0.354916995992741	0.934	0.805	1.78540597472356e-15	1	NPM1
1.54234709043381e-19	1.5713830038838	0.293	0.135	5.04933590466219e-15	1	CORO1B
2.09827795704813e-19	0.489095201482964	0.862	0.706	6.86934237578416e-15	1	RPSAP58
2.21843969048263e-19	0.499611726373399	0.841	0.636	7.26272785870204e-15	1	HSPA8
2.37363103753229e-19	0.242250647855728	0.998	0.982	7.7707932906732e-15	1	RPL35A
3.37599397976e-19	0.603430663128507	0.804	0.617	1.10523290909383e-14	1	ZFP36L2
4.31960187482738e-19	0.585214688305572	0.666	0.431	1.41415126178099e-14	1	IFITM1
4.55572901406095e-19	1.39864194005907	0.274	0.113	1.49145456462327e-14	1	OPTN
9.32850742935151e-19	0.194618390175837	1	0.996	3.0539667622211e-14	1	RPS2
2.3940787193179e-18	0.79377986238933	0.536	0.319	7.83773491130294e-14	1	CD69
2.58401531508826e-18	0.347067575604766	0.965	0.842	8.45954933853595e-14	1	RPS21
